"IP Address","Port","Transport","Service","Operating System","Country","Country Code","City","Longitude","Latitude","Ransom Letter"
"207.180.210.53",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.14393)","Germany","DE","Frankfurt am Main",8.68417,50.11552,"ATTENTION!
Dont worry, you can return all your files!
All your files like pictures, databases, documents and other important are encrypted
with strongest encryption and unique key.
The only method of recovering files is to purchase decrypt tool and unique key for you.
This software will decrypt all your encrypted files.
What guarantees you have
You can send 1-2 of your encrypted files from your PC and we decrypt it for free.
But we can decrypt only 2 files for free. File must not contain valuable information.
Price of private key and decrypt software depends on your information
Discount 50 available if you contact us first 48 hours after encryption.
Please note that youll never restore your data without payment.
Your personal ID:
PLIFYI2DkKmBBbZUgw8iv03nROsuDyRv8qPb6pU22FMHORSESARESEXY
OUR CONTACTS:
1) TOX messenger (fast and anonymous)
https:tox.chatdownload.html
Install qtox
Press sign up
Create your own name
Press plus
Put there our tox ID:
E9164A9824 10EFAEBC451C1D5629A2CBB7SDBB6BCDBD6D2BA94F4D0A7B0B616F9114
96E469FB
And add mewrite message
2)ICQ - HORSESARESEXY
3)SKYPE - HORSESARESEXY DECRYPTION"
"134.255.219.182",3389,"tcp","Remote Desktop Protocol","Windows Server 2008 R2 Datacenter","Germany","DE","Frankfurt am Main",8.68417,50.11552,"ATTENTION!!! Read Before Login
Your system has been hacked !!! Your system files are encrypted and uploaded to our servers. An attempt to
recover files on your own will result in their complete loss. You urgently need to notify the management of
your company about the incident. Mail for communication: Recriformtocengmx.com
MaghraCaintutanota.com ONLY WE have the recovery keys, before agreeing on the cost from the data
recovery companies, ask OUR price
4 Windows Server-2008rz
Datacenter"
"62.171.173.37",3389,"tcp","Remote Desktop Protocol","Windows Server 2022 (build 10.0.20348)","Germany","DE","Frankfurt am Main",8.68417,50.11552,"Hello my dear friend (Do not scan the files with antivirus in any case. In case of data
loss, the consequences are yours)
Your data is encrypted by ELPACO-team
Your decryption ID is
IEMCwIDLInM7pJ8-1QrZFtqTmXNiDm1v8BKVJQZf8C8ELPACO-team-
IEMCwIDLInM7pJ8-1QrZFtqTmXNiDm1v8BKVJQZf8C8
Unfortunately for you, a major IT security weakness left you open to attack, your files
have been encrypted
The only method of recovering files is to purchase decrypt tool and unique key for
you.
If you want to recover your files, write us
1) eMail - elcappuccinotuta.io
2) Telegram - Stop 24
Attention!
Do not rename encrypted files.
Do not try to decrypt your data using third party software - it may cause permanent
data loss.
We are always ready to cooperate and find the best way to solve your problem.
The faster you write - the more favorable conditions will be for you.
Our company values its reputation. We give all guarantees of your files decryption."
"94.130.110.9",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.17763)","Germany","DE","Nürnberg",11.07752,49.45421,"Contacto Ransomware
All your files are stolen and encrypted
Find Contacto Help.txt file
and follow instructions"
"195.201.128.107",3389,"tcp","Remote Desktop Protocol","Windows Server 2022 (build 10.0.20348)","Germany","DE","Nürnberg",11.07752,49.45421,"Hello my dear friend (Do not scan the files with antivirus in any case. In case of data
loss, the consequences are yours)
Your data is encrypted by ELPACO-team
Your decryption ID is FP2YKd5J8XKak6AvFm938XuLDXLStnRrwS9Xg 19GFR8ELPACO-
team-FP2YKd5J8XKak6AvFm938XuLDXLStnRrwS9Xg19GFR8
Unfortunately for you, a major IT security weakness left you open to attack, your files
have been encrypted
The only method of recovering files is to purchase decrypt tool and unique key for
you.
If you want to recover your files, write us
1) eMail - elcappuccinotuta.io
2) Telegram - Stop 24
Attention!
Do not rename encrypted files.
Do not try to decrypt your data using third party software - it may cause permanent
data loss.
We are always ready to cooperate and find the best way to solve your problem.
The faster you write - the more favorable conditions will be for you.
Our company values its reputation. We give all guarantees of your files decryption."
"95.111.235.36",3389,"tcp","Remote Desktop Protocol","Windows Server 2012 R2","Germany","DE","Frankfurt am Main",8.68417,50.11552,"ATTENTION!!! Read Before Login
Your system has been hacked !!! Your files are encrypted, stolen and uploaded to our servers. An attempt to
recover files on your own will result in their complete loss. You urgently need to notify the management of your
company about the incident. Mail for communication: duketravoltaonionmail.org
jeremihdavisonionmail.org ONLY WE have the recovery keys, before agreeing on the cost from the data
recovery companies, ask OUR price
am Windows Server 2012R2"
"185.225.233.23",3389,"tcp","Remote Desktop Protocol","Windows Server 2022 (build 10.0.20348)","Germany","DE","Düsseldorf",6.77616,51.22172,"Encrypted by trust
Email us for recovery: Emilygoodgirl09gmail.com
In case of no answer, send to this email: Emilygoodgirl09 protonmail.com
Your ungiue ID:
E17098547CF812AADFA7BE9BC278712D"
"62.169.30.181",3389,"tcp","Remote Desktop Protocol","Windows Server 2022 (build 10.0.20348)","Germany","DE","Düsseldorf",6.77616,51.22172,"Encrypted by trust
Email us for recovery: RanSuppcock.li
In case of no answer, send to this email: RanSupp2tuta.io
Your ungiue ID:
D41DB1F1A1E8E073E605975046381692"
"82.165.164.163",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.17763)","Germany","DE","Frankfurt am Main",8.68417,50.11552,"Please Read This Note We Left You Carefully And In Its Entirely.
Vaasa arses sss Yee EIN CE TelS
a a ea sisd
Your data in your system is encrypted by us.
We want you to know that you cannot recover your data with known data recovery
methods...
You can request to Recover Your Data Yourself to avoid paying us. Of course, this is
your right. however,
if you find that you cannot recover the data and you come to us as a last resort,
this will strengthen our hand and we will charge an extra fee when we realize that
you need us.
You can also go to Data Recovery Firms. Many of them work with hackers,
they take it from us for the price we will give you, add it and give it to you.
Or they charge you a 500 to 1000 Service Fee after they keep you busy for a week
saying
There are also YouTube Scammers, They take encrypted files from you and want a
demo from us.
We send the demo by thinking that they are You. And they send this Decrypted
Demo Files to you so you think they decrypt this file
for you and You pay them and they suddenly disappear. Olur customers suffer in this
way too. Be careful about these Fraudsters.
If you come on time clearly and honestly, not with empty demands such as
emotional exploitation, but as a full professional,
we will give you the necessary sensitivity and care. We complete our business"
"144.76.101.171",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.17763)","Germany","DE","Falkenstein",12.37129,50.47788,"Your computer is encrypted
We encrypted and stolen all of your files.
Open HowToRecover.txt and follow the instructions to recover your files.
Your ID: 19CD09348B5CF5569F72B9AEFF32CCB7"
"196.61.43.115",3389,"tcp","Remote Desktop Protocol","Windows Server 2012 R2","Ghana","GH","Accra",-0.1969,5.55602,"Your computer is encrypted
We encrypted and stolen all of your files.
Open HowToRecover.txt and follow the instructions to recover your files.
Your ID: EFF5856E9D2D9B4735F23CACB380621A
gm Windows Server 2012 R2"
"122.185.64.134",3389,"tcp","Remote Desktop Protocol","Windows 11 (version 22H2) (build 10.0.22621)","India","IN","Hyderābād",78.45636,17.38405,"Encrypted by trust
Email us for recovery: nodeeptutamail.com
In case of no answer, send to this email: nonodeepprotonmail.com
Your ungiue ID:
4B06D17B343A42C45C91005640BIECIC"
"111.93.164.101",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.19041)","India","IN","Kolkata",88.36304,22.56263,"Your files was encrypted. Read Before Login
Your system has been tested for security and has failed. We specialize in file
encryption and are also involved in industrial, economic and corporate espionage.
Sorry, but this is just business. Any your confidential files have been stolen and will
be sold to interested people or your competitors if you do not pay for their removal
or decryption of the files. For comunication with us you have to create free own
email account on PROTONMAIL or TUTANOTA and write us from. We not receive
google gmail messages. Email for communication: BITSUPPFIREMAIL.CC"
"80.242.208.91",3389,"tcp","Remote Desktop Protocol","Windows Server 2008 Standard","Kazakhstan","KZ","Almaty",76.91667,43.25,"Does the morning starts with coffee
All your files are encrypted ele Cp ua cord tt kad
Windows Server2008
Standard"
"145.249.246.124",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.17763)","Kazakhstan","KZ","Astana",71.44598,51.1801,"Encrypted by BlackBit
All your files have been encrypted due to a security problem with your computer
If you want to restore them, write us to the e-mail: darkmysticonionmail.com
Write this ID in the title of your message: D8460F5E
In case of no answer in 24 hours write us to this e-mail: darkmystictutamail.com"
"31.11.77.120",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.14393)","Macedonia, Republic of","MK","Skopje",21.43141,41.99646,"Your computer is encrypted
We encrypted and stolen all of your files.
Open HowToRecover.txt and follow the instructions to recover your files.
Your ID: EB960E54A92CE8B535F23CACB380621A"
"187.145.52.104",3389,"tcp","Remote Desktop Protocol","Windows Server 2008 R2 Foundation","Mexico","MX","Santiago de Querétaro",-100.38806,20.58806,"All your files have been encrypted
write us to the e-mail monster666tuta.io
EA a Tr
Foundation"
"189.230.75.124",3389,"tcp","Remote Desktop Protocol","Windows Server 2008 R2 Standard","Mexico","MX","Nuevo Laredo",-99.51639,27.47629,"Hello my dear friend (Do not scan the files with antivirus in any case. In case of data loss, the consequences are
yours)
Your data is encrypted by ELPACO-team
Your decryption ID is
Cfu-YIaAYAQoiPurRfBaPYap21 KvGFJdtM35b9swOWEELPACO-team-Cfu-YIaAYAQoiPurRfBaPYap21 KvGFJdtM
Unfortunately for you, a major IT security weakness left you open to attack, your files have been encrypted
The only method of recovering files is to purchase decrypt tool and unique key for you.
If you want to recover your files, write us
1) eMail - eltokiotuta.io
Pa ee Ou res)
Attention!
Do not rename encrypted files.
Do not try to decrypt your data using third party software - it may cause permanent data loss.
We are always ready to cooperate and find the best way to solve your problem.
The faster you write - the more favorable conditions will be for you.
Our company values its reputation. We give all guarantees of your files decryption.
4 Windows Server-2008rz
Standard"
"189.230.15.205",3389,"tcp","Remote Desktop Protocol","Windows Server 2008 R2 Standard","Mexico","MX","Villahermosa",-92.93028,17.98689,"Hello my dear friend (Do not scan the files with antivirus in any case. In case of data loss, the consequences are
yours)
Your data is encrypted by ELPACO-team
Your decryption ID is
Cfu-YIaAYAQoiPurRfBaPYap21 KvGFJdtM35b9swOWEELPACO-team-Cfu-YIaAYAQoiPurRfBaPYap21 KvGFJdtM
Unfortunately for you, a major IT security weakness left you open to attack, your files have been encrypted
The only method of recovering files is to purchase decrypt tool and unique key for you.
If you want to recover your files, write us
1) eMail - eltokiotuta.io
Pa ee Ou res)
Attention!
Do not rename encrypted files.
Do not try to decrypt your data using third party software - it may cause permanent data loss.
We are always ready to cooperate and find the best way to solve your problem.
The faster you write - the more favorable conditions will be for you.
Our company values its reputation. We give all guarantees of your files decryption.
4 Windows Server-2008rz
Standard"
"189.230.68.21",3389,"tcp","Remote Desktop Protocol","Windows Server 2008 R2 Standard","Mexico","MX","Villahermosa",-92.93028,17.98689,"Hello my dear friend (Do not scan the files with antivirus in any case. In case of data loss, the consequences are
yours)
Your data is encrypted by ELPACO-team
Your decryption ID is
Cfu-YIaAYAQoiPurRfBaPYap21 KvGFJdtM35b9swOWEELPACO-team-Cfu-YIaAYAQoiPurRfBaPYap21 KvGFJdtM
Unfortunately for you, a major IT security weakness left you open to attack, your files have been encrypted
The only method of recovering files is to purchase decrypt tool and unique key for you.
If you want to recover your files, write us
1) eMail - eltokiotuta.io
Pa ee Ou res)
Attention!
Do not rename encrypted files.
Do not try to decrypt your data using third party software - it may cause permanent data loss.
We are always ready to cooperate and find the best way to solve your problem.
The faster you write - the more favorable conditions will be for you.
Our company values its reputation. We give all guarantees of your files decryption.
4 Windows Server-2008rz
Standard"
"189.141.26.33",3389,"tcp","Remote Desktop Protocol","Windows Server 2008 R2 Foundation","Mexico","MX","Santiago de Querétaro",-100.38806,20.58806,"All your files have been encrypted
write us to the e-mail monster666tuta.io
EA a Tr
Foundation"
"201.144.11.248",3389,"tcp","Remote Desktop Protocol","Windows Server 2012","Mexico","MX","Ojuelos de Jalisco",-101.59269,21.86614,"NOT YOUR LANGUAGE USE https:fftranslate.qoogle.com
What happened to your files 7
All of your files were protected by a strong encryption with RSA4096
More information about the encryption keys using RSA4096 can be found here: http:7
en.wikipedia.orgfwikiRSA (cryptosystem)
How did this happen 2
11 Specially for your PC was generated personal RSA4096 Key , both public and private.
11 ALL YOUR FILES were encrypted with the public key, which has been transferred to your
computer via the Internet.
11 Decrypting of your files is only possible with the help of the private key and decrypt
program , which is on our Secret Server
What do I do
So, there are two ways you can choose: wait for a miracle and get your PRICE
DOUBLED! Or start obtaining BITCOIN NOW! , and restore YOUR  DATA easy way
If You have really valuable DATA, you better NOT  WASTE YOUR  TIME, because
there is NO other way to get your files, except make a PAYMENT
Your personal ID: SJkn2bZIlc8uZyQcSHtY 4xXwe6j6tiZy2 HESKGNWOnCVUJamidecryptionguy
If you want to recover your files, write us
Jami messenger (Fastest and anonymous)
nioSWed TAs Ts v4
Also you can find it on your phone at google playfapp store
Install it on your server,phone or tablet
Press sian up and do your own nickname
gt Windows Server 2012"
"189.230.84.200",3389,"tcp","Remote Desktop Protocol","Windows Server 2008 R2 Standard","Mexico","MX","Piedras Negras",-100.52353,28.70007,"Hello my dear friend (Do not scan the files with antivirus in any case. In case of data loss, the consequences are
yours)
Your data is encrypted by ELPACO-team
Your decryption ID is
Cfu-YIaAYAQoiPurRfBaPYap21 KvGFJdtM35b9swOWEELPACO-team-Cfu-YIaAYAQoiPurRfBaPYap21 KvGFJdtM
Unfortunately for you, a major IT security weakness left you open to attack, your files have been encrypted
The only method of recovering files is to purchase decrypt tool and unique key for you.
If you want to recover your files, write us
1) eMail - eltokiotuta.io
Pa ee Ou res)
Attention!
Do not rename encrypted files.
Do not try to decrypt your data using third party software - it may cause permanent data loss.
We are always ready to cooperate and find the best way to solve your problem.
The faster you write - the more favorable conditions will be for you.
Our company values its reputation. We give all guarantees of your files decryption.
4 Windows Server-2008rz
Standard"
"187.212.101.149",3389,"tcp","Remote Desktop Protocol","Windows Server 2008 R2 Standard","Mexico","MX","Puebla",-98.20346,19.03793,"Hello my dear friend (Do not scan the files with antivirus in any case. In case of data loss, the consequences are
yours)
Your data is encrypted by ELPACO-team
Your decryption ID is
Cfu-YIaAYAQoiPurRfBaPYap21 KvGFJdtM35b9swOWEELPACO-team-Cfu-YIaAYAQoiPurRfBaPYap21 KvGFJdtM
Unfortunately for you, a major IT security weakness left you open to attack, your files have been encrypted
The only method of recovering files is to purchase decrypt tool and unique key for you.
If you want to recover your files, write us
1) eMail - eltokiotuta.io
Pa ee Ou res)
Attention!
Do not rename encrypted files.
Do not try to decrypt your data using third party software - it may cause permanent data loss.
We are always ready to cooperate and find the best way to solve your problem.
The faster you write - the more favorable conditions will be for you.
Our company values its reputation. We give all guarantees of your files decryption.
4 Windows Server-2008rz
Standard"
"189.141.2.55",3389,"tcp","Remote Desktop Protocol","Windows Server 2008 R2 Foundation","Mexico","MX","Santiago de Querétaro",-100.38806,20.58806,"All your files have been encrypted
write us to the e-mail monster666tuta.io
EA a Tr
Foundation"
"41.138.161.94",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.17763)","Nigeria","NG","Lagos",3.39467,6.45407,"Your data is encrypted
(Do not scan the files with antivirus in any case. In case of data loss, the
consequences are yours)
Your personal ID: CtHOTMTtqXEMj8peFMy4pwOLIBPscaU2F25nCuQH-
WEFollowme
If you want to recover your files, write us to this e-mail:
yourdatacustodianonionmail.com
yOurdatacustodiancyberfear.com
Attention!
Do not rename encrypted files.
Do not try to decrypt your data using third party software - it may cause permanent
data loss.
We are always ready to cooperate and find the best way to solve your problem.
The faster you write - the more favorable conditions will be for you.
Our company values its reputation. We give all guarantees of your files decryption."
"203.124.45.203",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.19041)","Pakistan","PK","Islamabad",73.04329,33.72148,"jackNik Ransomware
All your files are stolen and encrypted
Find jackNiksHelp.txt file
and follow instructions"
"210.56.8.86",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.14393)","Pakistan","PK","Rawalpindi",73.0479,33.59733,"Your computer is encrypted
We encrypted and stolen all of your files.
Open HowToRecover.txt and follow the instructions to recover your files.
Your ID: 1152DA5937AB044335F23CACB380621A"
"190.140.104.170",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.14393)","Panama","PA","Panama City",-79.89172,9.33404,"Hello my dear friend (Do not scan the files with antivirus in any case. In case of data loss,
the consequences are yours)
Your data is encrypted
Your personal ID: abE9pcR6G3M61-WOvjYi7v2j6qWefBVA1uhqibUTXEXPIPO404
Unfortunately for you, a major IT security weakness left you open to attack, your files
have been encrypted
The only method of recovering files is to purchase decrypt tool and unique key for you.
If you want to recover your files, write us to this e-mail: mario404marioonionmail.com
In case of no answer in 24 hours write us to this backup e-mail:
tech404saponionmail.com
Check your e-mail Spam or Junk folder if you dont get answer more than 6 hours.
Contact us soon, because those who dont have their data leaked in our press release
blog and the price theyll have to pay will go up significantly.
Attention!
Do not rename encrypted files.
Do not try to decrypt your data using third party software - it may cause permanent
data loss.
We are always ready to cooperate and find the best way to solve your problem.
The faster you write - the more favorable conditions will be for you.
Our company values its reputation. We give all guarantees of your files decryption.
What are your recommendations
- Never change the name of the files, if you want to manipulate the files, be sure to back
them up. If there are any problems with the files, we are not responsible for them.
- Never work with intermediary companies because they charge you more money.Dont
be afraid of us, just email us."
"201.230.120.135",3389,"tcp","Remote Desktop Protocol","Windows Server 2012 R2","Peru","PE","Lima",-77.02824,-12.04318,"Your computer is encrypted
We encrypted and stolen all of your files.
Open HowToRecover.txt and follow the instructions to recover your files.
Your ID: D3E2C18282F3BE5335F23CACB380621A
gm Windows Server 2012 R2"
"95.160.202.213",3389,"tcp","Remote Desktop Protocol","Windows 7 Professional","Poland","PL","Radom",21.14714,51.40253,"Encrypted by trust
Email us for recovery: backupsairmail.cc
In case of no answer, send to this email: hero77cock.li
Your ungiue ID:
7110A49AFF26AB63C744AE4BABEDBB73
3. Windows 7 Professional"
"212.13.43.13",3389,"tcp","Remote Desktop Protocol","Windows Server 2012","Portugal","PT","Lisbon",-9.13333,38.71667,"WARNING WARNING WARNING.
Your Network Infected With BlackHunt Ransomware Team. ALL Your important Files
Encrypted and Stolen, Do You Want Your Files read ReadMe Files carefully and contact
us by (gotchadeconionmail.org) AND
Yamaguchigumicock.li ,TELEGRAM:GotchaDex
gt Windows Server 2012"
"94.142.140.202",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.14393)","Russian Federation","RU","Moscow",37.61556,55.75222,"NOT YOUR LANGUAGE USE https:fJtranslate.google.com
What happened to your files 2
All of your files were protected by a strong encryption with RSA4096
More information about the encryption keys using RSA4096 can be found here: http:
en.wikipedia.orgwikifRSA(cryptosystem)
How did this happen 2
II Specially for your PC was generated personal RSA4096 Key , both public and private.
III ALL YOUR FILES were encrypted with the public key, which has been transferred to
your computer via the Internet.
II Decrypting of your files is only possible with the help of the private key and decrypt
program , which is on our Secret Server
What do I do 2
So, there are two ways you can choose: wait for a miracle and get your PRICE
DOUBLED! Or start obtaining BITCOIN NOW! , and restore -YOUR DATA easy way
If You have really valuable DATA, you better .NOT WASTE. YOUR. TIME., because
there is NO other way to get your files, except make a PAYMENT
Your personal ID: YJxpro4mrPa-
PRsC8bKHZIwiVjU2KwWOhzHdT Ma7D8Jamidecryptionguy
If you want to recover your files, write us
1)Jami messenger (Fastest and anonymous)
https:(jami.net
Also you can find it on your phone at google playapp store
Install it on your server,phone or tablet
Press sign up and do your own nickname
a f Cd La"
"91.213.240.53",3389,"tcp","Remote Desktop Protocol","Windows Server 2012 R2","Russian Federation","RU","Moscow",37.61556,55.75222,"NOT YOUR LANGUAGE USE httpsiftranslate.google.com
What happened to your files 7
All of your files were protected by a strong encryption with RSA4096
More information about the encryption keys using RSA4096 can be found here: http:en.wikipedia.orgwikif
RSA (cryptosystem)
How did this happen 7
!! Specially for your PC was generated personal RSA4096 Key , both public and private.
!! ALL YOUR FILES were encrypted with the public key, which has been transferred to your computer via the
Intemet.
!!! Decrypting of your files is only possible with the help of the private key and decrypt program , which is on our
Ja SRY og
What do I do 7
So, there are two ways you can choose: wait for a miracleand get your PRICE DOUBLED! Or start obtaining
BITCOIN NOW! , and restore YOUR  DATA easy way
If You have really valuable DATA , you better NOT  WASTE YOUR  TIME, because there is NO other way
to get your files, except make a PAYMENT
Your personal ID: k4bskmQ7DUB)flxzQib2Hcm9eM2RAeqrrDtMCIT YBsdatastorecyberfear.com-
k4bskmQ7DUB;jflxzQib2ZHcm9eM2RAeqrrDtMCOT YBs
If you want to recover your files, write us to our mail
1)datastorecyberfear.com
And add mewrite message - Decryptionguy (use search)
2)back2upQswismail.com
Attention!
Do not rename encrypted files.
Do not try to decrypt your data using third party software - it may cause permanent cata loss.
We are always ready to cooperate and find the best way to solve your problem.
The faster you write - the more favorable conditions will be for you.
Our company values its reputation. We give all guarantees of your files decryption.
gm Windows Server 2012 R2"
"91.213.240.68",3389,"tcp","Remote Desktop Protocol","Windows Server 2012 R2","Russian Federation","RU","Moscow",37.61556,55.75222,"NOT YOUR LANGUAGE USE httpsiftranslate.google.com
What happened to your files 7
All of your files were protected by a strong encryption with RSA4096
More information about the encryption keys using RSA4096 can be found here: http:en.wikipedia.orgwikif
RSA (cryptosystem)
How did this happen 7
!! Specially for your PC was generated personal RSA4096 Key , both public and private.
!! ALL YOUR FILES were encrypted with the public key, which has been transferred to your computer via the
Intemet.
!!! Decrypting of your files is only possible with the help of the private key and decrypt program , which is on our
Ja SRY og
What do I do 7
So, there are two ways you can choose: wait for a miracleand get your PRICE DOUBLED! Or start obtaining
BITCOIN NOW! , and restore YOUR  DATA easy way
If You have really valuable DATA , you better NOT  WASTE YOUR  TIME, because there is NO other way
to get your files, except make a PAYMENT
Your personal ID: hjkgWjt5BaotFZ IrR7IgLB4gHFUtdgNKQ5eCTI1Ulikdatastore Mcyberfear.com-
hjkgWjt5BaotFZ IrR7IgLB4gHFUtdgNKQ5eCT1Ulik
If you want to recover your files, write us to our mail
1)datastorecyberfear.com
And add mewrite message - Decryptionguy (use search)
2)back2upQswismail.com
Attention!
Do not rename encrypted files.
Do not try to decrypt your data using third party software - it may cause permanent cata loss.
We are always ready to cooperate and find the best way to solve your problem.
The faster you write - the more favorable conditions will be for you.
Our company values its reputation. We give all guarantees of your files decryption.
gm Windows Server 2012 R2"
"88.205.232.90",3389,"tcp","Remote Desktop Protocol","Windows Server 2008 R2 Enterprise","Russian Federation","RU","Novyy Urengoy",76.63333,66.08333,"Encrypted by Shinra
Email us for recovery: ShinraSupportonionmail.org
In case of no answer, send to this emaik ShinraSupportonionmail.org
Your ungiue ID:
91F16AC23FCBC065618BBEEE4461637A
BAW ees ep rece
Enterprise"
"91.213.240.64",3389,"tcp","Remote Desktop Protocol","Windows Server 2012 R2","Russian Federation","RU","Moscow",37.61556,55.75222,"NOT YOUR LANGUAGE USE httpsiftranslate.google.com
What happened to your files 7
All of your files were protected by a strong encryption with RSA4096
More information about the encryption keys using RSA4096 can be found here: http:en.wikipedia.orgwikif
RSA (cryptosystem)
How did this happen 7
!! Specially for your PC was generated personal RSA4096 Key , both public and private.
!! ALL YOUR FILES were encrypted with the public key, which has been transferred to your computer via the
Intemet.
!!! Decrypting of your files is only possible with the help of the private key and decrypt program , which is on our
Ja SRY og
What do I do 7
So, there are two ways you can choose: wait for a miracleand get your PRICE DOUBLED! Or start obtaining
BITCOIN NOW! , and restore YOUR  DATA easy way
If You have really valuable DATA , you better NOT  WASTE YOUR  TIME, because there is NO other way
to get your files, except make a PAYMENT
Your personal ID: mgssZLYVmeuOMCxcDKPVY503huYtFY8qC6lAhNntuhnwdatastorecyberfear.com-
mgssZLvVmeuOMCxcDKPV503huYtFV8qC6lAhNntuhnw
If you want to recover your files, write us to our mail
1)datastorecyberfear.com
And add mewrite message - Decryptionguy (use search)
2)back2upQswismail.com
Attention!
Do not rename encrypted files.
Do not try to decrypt your data using third party software - it may cause permanent cata loss.
We are always ready to cooperate and find the best way to solve your problem.
The faster you write - the more favorable conditions will be for you.
Our company values its reputation. We give all guarantees of your files decryption.
gm Windows Server 2012 R2"
"89.216.17.128",3389,"tcp","Remote Desktop Protocol","Windows Server 2012 R2","Serbia","RS","Zrenjanin",20.38194,45.38361,"Happynewyear!
Hi!
All your files are encrypted!
Your decryption ID: XahyOCZGCRdbQuzJBoEaOvMgtz16xFK-SYGrlsm2S1Yhappynewyearcyberfear.com
We will solve your problem but you need to pay to get your files back
MU Cals
1)Mail - happynewyearcyberfear.com
IF WE NOT REPLY DURING 4 HOURS PLZ WRITE TO ANOTHER OUR CONTACTS!
2)Session Private Messenger
You can download it to chat with us
On your server,pc or laptop - getsession.orgdownload
Install rt and press PLUS
Write new message
Put there my SESSION ID
051909b26545b29afa7684eaBadacla47fdabac775ea294175cb5d38e4e26a8a78
Also you can install this messenger on your phone
SESSION at GOOGLE PLAYAPPSTORE
Install it and add me 051909b26545b29afa7684ea8adaclad7fdabac775ea294175cb5d38e4e26a8a78
3) TOX messenger (fast and anonymous)
https:tox.chatdownload.html
Install qtox
Press sign up
Create your own name
Press plus
Put there our tox ID:
BF9320303596816BB78AF97E2420E6ECB342B0C4D23D540163A4E3E48819772606F4BEF3ESA4
And add mewrite message
am Windows Server 2012R2"
"219.75.105.67",3389,"tcp","Remote Desktop Protocol","Windows 7 Professional","Singapore","SG","Woodlands",103.78877,1.43801,"- Proton -
We encrypted and stolen all of your files.
Our email address: filesupportairmail.cc
In case of no answer within 24 hours, contact to this email: protononionmail.org
Your personal ID: DF3792C82EC262BD
3. Windows 7 Professional"
"151.192.180.172",3389,"tcp","Remote Desktop Protocol","Windows 7 Professional","Singapore","SG","Singapore",103.85007,1.28967,"- Proton -
We encrypted and stolen all of your files.
Our email address: filesupportairmail.cc
In case of no answer within 24 hours, contact to this email: protononionmail.org
Your personal ID: DF3792C82EC262BD
3. Windows 7 Professional"
"154.0.171.42",3389,"tcp","Remote Desktop Protocol","Windows Server 2012 R2","South Africa","ZA","Johannesburg",28.04363,-26.20227,"Good afternoon.
We recommend that you read the entire text carefully.
All of your files, documents and databases are encrypted.
Restore files without our help is impossible. Encryption keys are only available to us.
We have also downloaded your data, the data of your employees, contracts and confidential information.
If we are not in agreement with you the data will be auctioned or put in the public domain.
In one week we guarantee that the journalists will not find out about the incident.
But I think well make a deal.
Your personal ID: GBzdbOuxfujee4DLcGgNXcUidD5SWyOHeEBINNSuwoTc83254k551
In order to transcribe, you need to do 6 simple steps.
1. contact us by email: officeyahooweb.co
2. Introduce yourself and your job title and company name.
3. Tell us your personal ID. (it is necessary for us to generate a decryptor)
4. So you can check if we can decrypt it, send us two files up to 2 mb in size.
5. In response we specify the amount and details for payment.
6. After payment you get the program which will decrypt and return the files to their original state.
IMPORTANT!
If you want the decryption procedure to be effective, DO NOT delete or change the encrypted files!
This will cause big problems with the decryption process.
WARNING!
Any organization or individual claiming to be able to decrypt your data should be avoided!
They buy programs from us and sell them for twice the price.
P.S.
If you have not received an answer within 48 hours. You need to contact us via Backup Contact.
Backup email: emailusonionmail.org
am Windows Server 2012R2"
"200.234.229.105",3389,"tcp","Remote Desktop Protocol","Windows Server 2022 (build 10.0.20348)","Spain","ES","Barcelona",2.1129,41.4093,"ATTENTION!!! Read Before Login
Your system has been hacked !!! Your system files are encrypted and uploaded to
our servers. An attempt to recover files on your own will result in their complete loss.
You urgently need to notify the management of your company about the incident.
Mail for communication: Recriformtocengmx.com MaghraCaintutanota.com
ONLY WE have the recovery keys, before agreeing on the cost from the data
recovery companies, ask OUR price"
"217.160.32.50",3389,"tcp","Remote Desktop Protocol","Windows (build 10.0.17763)","Spain","ES","Tortosa",0.5216,40.81249,"Elons Ransomware
All your files are stolen and encrypted
Find ElonsHelp.txt file
and follow instructions"
